the_geom,median_household_total_income_2015_2015_constant_dollars,rank_going_up,ctcode,number_of_households_2015,median_household_total_income_2005_2015_constant_dollars,cartodb_id,number_of_households_2005,median_household_total_income_2005_2015_constant_dollars_2,percentage_change,province_territory,geographic_code_province_territory,census_metropolitan_area_census_agglomeration
,145481,5477,9330133.02,2245,147809,1,2185,147809,-1.575005582,British Columbia,59,Vancouver (CMA)
,144128,5468,9330132,1260,134908,2,1315,134908,6.83428707,British Columbia,59,Vancouver (CMA)
,143155,5463,9330021,1230,177529,3,1265,177529,-19.36247036,British Columbia,59,Vancouver (CMA)
,139410,5439,9330121,1440,109686,4,1475,109686,27.09917401,British Columbia,59,Vancouver (CMA)
,139349,5438,9350103,935,121724,5,935,121724,14.47947816,British Columbia,59,Victoria (CMA)
,138459,5429,9330185.08,425,113131,6,410,113131,22.38820482,British Columbia,59,Vancouver (CMA)
,134656,5396,9330114.01,960,115655,7,950,115655,16.42903463,British Columbia,59,Vancouver (CMA)
,131413,5362,9330250.02,1485,123260,8,1360,123260,6.614473471,British Columbia,59,Vancouver (CMA)
,127488,5314,9330133.01,1430,114684,9,1415,114684,11.1645914,British Columbia,59,Vancouver (CMA)
,126976,5307,9330122,1360,122325,10,1365,122325,3.80216636,British Columbia,59,Vancouver (CMA)
,126025,5286,9150001,3295,108224,11,1985,108224,16.44829243,British Columbia,59,Kelowna (CMA)
,125184,5272,9330110.04,1445,111630,12,1480,111630,12.14189734,British Columbia,59,Vancouver (CMA)
,125184,5271,9330008.02,1495,116925,13,1480,116925,7.063502245,British Columbia,59,Vancouver (CMA)
,124300,5255,9330260.08,2355,107906,14,2005,107906,15.19285304,British Columbia,59,Vancouver (CMA)
,123648,5246,9330182.04,540,112293,15,450,112293,10.1119393,British Columbia,59,Vancouver (CMA)
,122624,5221,9330181.12,950,128771,16,835,128771,-4.773590327,British Columbia,59,Vancouver (CMA)
,121984,5208,9330110.03,1215,101167,17,1170,101167,20.57686795,British Columbia,59,Vancouver (CMA)
,121702,5203,9330116,1800,104318,18,1790,104318,16.66442992,British Columbia,59,Vancouver (CMA)
,121161,5187,9330260.06,1420,117244,19,1385,117244,3.340895909,British Columbia,59,Vancouver (CMA)
,120768,5179,9330110.02,1080,106704,20,1055,106704,13.18038686,British Columbia,59,Vancouver (CMA)
,118944,5152,9330160.01,1660,115041,21,1620,115041,3.392703471,British Columbia,59,Vancouver (CMA)
,118912,5151,9330182.02,2025,103722,22,880,103722,14.64491622,British Columbia,59,Vancouver (CMA)
,118848,5148,9330404.02,2150,85814,23,1015,85814,38.49488428,British Columbia,59,Vancouver (CMA)
,118528,5138,9330120,1360,104137,24,1345,104137,13.81929574,British Columbia,59,Vancouver (CMA)
,117632,5116,9330162.04,1875,114663,25,1845,114663,2.589326984,British Columbia,59,Vancouver (CMA)
,116992,5098,9330290.04,2505,107692,27,2415,107692,8.635738959,British Columbia,59,Vancouver (CMA)
,116395,5085,9330024,1990,114879,28,2010,114879,1.31964937,British Columbia,59,Vancouver (CMA)
,115968,5075,9330502.06,960,102355,29,910,102355,13.29978995,British Columbia,59,Vancouver (CMA)
,114773,5046,9330181.07,1295,103433,30,1270,103433,10.96361896,British Columbia,59,Vancouver (CMA)
,114624,5042,9330114.02,1790,101402,31,1705,101402,13.03919055,British Columbia,59,Vancouver (CMA)
,114592,5040,9330410.06,1610,99746,32,1170,99746,14.88380486,British Columbia,59,Vancouver (CMA)
,114381,5036,9350100,1630,103069,33,1630,103069,10.97517197,British Columbia,59,Victoria (CMA)
,113971,5022,9330117,2145,109858,35,2055,109858,3.743923975,British Columbia,59,Vancouver (CMA)
,113920,5021,9350104,1140,113886,36,1150,113886,0.029854416,British Columbia,59,Victoria (CMA)
,113075,4987,9330504.09,1585,103204,37,720,103204,9.564551762,British Columbia,59,Vancouver (CMA)
,112407,4968,9330111.02,2750,99814,38,2610,99814,12.61646663,British Columbia,59,Vancouver (CMA)
,112384,4967,9330187.07,575,98372,39,495,98372,14.24389054,British Columbia,59,Vancouver (CMA)
,112230,4962,9150019.03,2070,96602,40,1390,96602,16.17771889,British Columbia,59,Kelowna (CMA)
,111639,4937,9320012.01,1680,91443,41,1460,91443,22.08588957,British Columbia,59,Abbotsford - Mission (CMA)
,111531,4935,9330236,1160,109847,42,1120,109847,1.533041412,British Columbia,59,Vancouver (CMA)
,111403,4928,9330287.02,3765,99121,44,1235,99121,12.39091615,British Columbia,59,Vancouver (CMA)
,111360,4926,9330023,1370,99795,45,1385,99795,11.58875695,British Columbia,59,Vancouver (CMA)
,110208,4881,9330400.04,2265,88376,46,1600,88376,24.70353942,British Columbia,59,Vancouver (CMA)
,109641,4865,9250006.01,2265,99020,47,1525,99020,10.72611594,British Columbia,59,Kamloops (CA)
,109504,4863,9330504.03,2145,93887,48,2130,93887,16.63382577,British Columbia,59,Vancouver (CMA)
,109466,4861,9330503.01,840,99927,49,825,99927,9.545968557,British Columbia,59,Vancouver (CMA)
,109440,4860,9330119,820,87263,50,830,87263,25.41397843,British Columbia,59,Vancouver (CMA)
,109380,4858,9330183.05,3560,95807,51,2315,95807,14.16702329,British Columbia,59,Vancouver (CMA)
,109312,4857,9700003,2785,97325,52,2320,97325,12.31646545,British Columbia,59,Prince George (CA)
,108885,4840,9700102,1280,91317,53,1160,91317,19.23847695,British Columbia,59,Prince George (CA)
,108672,4834,9330505.01,1275,92107,54,885,92107,17.98451801,British Columbia,59,Vancouver (CMA)
,108654,4832,9350132.03,2410,102105,55,2260,102105,6.413985603,British Columbia,59,Victoria (CMA)
,107605,4797,9330181.08,930,102324,58,925,102324,5.161057035,British Columbia,59,Vancouver (CMA)
,107392,4788,9320106.04,1445,92492,59,1160,92492,16.10950136,British Columbia,59,Abbotsford - Mission (CMA)
,107264,4785,9700004,1010,95686,60,800,95686,12.09999373,British Columbia,59,Prince George (CA)
,106880,4774,9330400.06,1375,89787,61,1020,89787,19.03727711,British Columbia,59,Vancouver (CMA)
,106880,4773,9330135,1640,117646,62,1795,117646,-9.151182361,British Columbia,59,Vancouver (CMA)
,106688,4762,9330163.04,1825,92386,63,1785,92386,15.48070054,British Columbia,59,Vancouver (CMA)
,106342,4748,9250005.02,1170,101957,64,1135,101957,4.300832704,British Columbia,59,Kamloops (CA)
,106338,4746,9330292.01,1830,96801,65,1780,96801,9.852170949,British Columbia,59,Vancouver (CMA)
,106212,4743,9330180.01,2705,142241,66,1965,142241,-25.32954633,British Columbia,59,Vancouver (CMA)
,106138,4741,9330188.05,785,98761,67,670,98761,7.469547696,British Columbia,59,Vancouver (CMA)
,105984,4737,9350121.02,1380,118610,68,1325,118610,-10.64497091,British Columbia,59,Victoria (CMA)
,105801,4735,9350120,1805,87992,69,1800,87992,20.23933994,British Columbia,59,Victoria (CMA)
,105259,4716,9330183.07,2275,96352,70,2145,96352,9.244229492,British Columbia,59,Vancouver (CMA)
,103834,4661,9330162.02,2000,95567,71,1940,95567,8.650475583,British Columbia,59,Vancouver (CMA)
,103753,4653,9330502.03,1650,94701,72,1650,94701,9.55850519,British Columbia,59,Vancouver (CMA)
,103595,4643,9330115,1990,80464,73,1915,80464,28.7470173,British Columbia,59,Vancouver (CMA)
,103509,4638,9350155.01,830,88869,74,705,88869,16.47368599,British Columbia,59,Victoria (CMA)
,103475,4635,9320012.02,1450,95623,75,1215,95623,8.211413572,British Columbia,59,Abbotsford - Mission (CMA)
,102571,4594,9700020,1985,99340,77,1845,99340,3.252466277,British Columbia,59,Prince George (CA)
,102528,4591,9330287.1,845,102995,78,810,102995,-0.453420069,British Columbia,59,Vancouver (CMA)
,102502,4590,9330182.03,1185,97009,79,1060,97009,5.662361224,British Columbia,59,Vancouver (CMA)
,102473,4585,9330163.01,1870,103051,80,1155,103051,-0.560887328,British Columbia,59,Vancouver (CMA)
,102443,4583,9330501.02,1920,94818,81,1850,94818,8.041722036,British Columbia,59,Vancouver (CMA)
,102400,4582,9330150,300,100909,82,290,100909,1.477568899,British Columbia,59,Vancouver (CMA)
,102016,4568,9330188.07,1215,102941,84,1110,102941,-0.898572969,British Columbia,59,Vancouver (CMA)
,101803,4556,9150003.01,1620,93196,85,1485,93196,9.235374909,British Columbia,59,Kelowna (CMA)
,101734,4552,9350132.01,1615,94294,86,1600,94294,7.890215708,British Columbia,59,Victoria (CMA)
,101696,4548,9330160.03,2050,89564,88,2140,89564,13.54562101,British Columbia,59,Vancouver (CMA)
,101530,4541,9330184.15,865,85654,89,795,85654,18.53503631,British Columbia,59,Vancouver (CMA)
,101461,4536,9330502.05,1060,75996,90,910,75996,33.50834254,British Columbia,59,Vancouver (CMA)
,100864,4512,9330162.01,1830,95401,93,1805,95401,5.72635507,British Columbia,59,Vancouver (CMA)
,100672,4501,9350132.04,1740,92980,94,1650,92980,8.272746827,British Columbia,59,Victoria (CMA)
,100535,4494,9330502.01,895,93882,95,865,93882,7.086555463,British Columbia,59,Vancouver (CMA)
,100238,4480,9330400.05,2425,93886,96,1805,93886,6.765651961,British Columbia,59,Vancouver (CMA)
,99968,4464,9330020,840,73280,97,855,73280,36.41921397,British Columbia,59,Vancouver (CMA)
,99755,4448,9700002,2050,93307,98,1880,93307,6.910521183,British Columbia,59,Prince George (CA)
,99730,4445,9320205,2135,83158,100,1385,83158,19.9283292,British Columbia,59,Abbotsford - Mission (CMA)
,99712,4444,9330292.03,2070,77053,101,1965,77053,29.40703152,British Columbia,59,Vancouver (CMA)
,99584,4435,9330188.01,880,74547,102,765,74547,33.58552323,British Columbia,59,Vancouver (CMA)
,99584,4434,9330184.14,3025,92806,103,1400,92806,7.303407107,British Columbia,59,Vancouver (CMA)
,99541,4425,9330403.05,1615,90220,104,1470,90220,10.3314121,British Columbia,59,Vancouver (CMA)
,99520,4424,9330007.02,1155,97769,105,1160,97769,1.790956234,British Columbia,59,Vancouver (CMA)
,99285,4410,9330161.06,1760,89525,106,1550,89525,10.90198269,British Columbia,59,Vancouver (CMA)
,99255,4409,9250004,2960,79082,107,2465,79082,25.50896538,British Columbia,59,Kamloops (CA)
,99157,4405,9330285.02,1855,92110,108,1735,92110,7.65063511,British Columbia,59,Vancouver (CMA)
,98944,4395,9700021,1065,96545,109,990,96545,2.484851624,British Columbia,59,Prince George (CA)
,98773,4386,9330182.05,2305,95012,110,1475,95012,3.958447354,British Columbia,59,Vancouver (CMA)
,98688,4379,9330221.01,615,89817,111,575,89817,9.87674939,British Columbia,59,Vancouver (CMA)
,98645,4377,9330043.02,1595,104291,112,1630,104291,-5.41369821,British Columbia,59,Vancouver (CMA)
,98487,4371,9330404.01,2225,88748,113,2030,88748,10.97376842,British Columbia,59,Vancouver (CMA)
,98483,4369,9320014,3155,82432,114,2395,82432,19.47180707,British Columbia,59,Abbotsford - Mission (CMA)
,98432,4364,9330181.03,1990,101366,115,2045,101366,-2.894461654,British Columbia,59,Vancouver (CMA)
,98240,4350,9330182.01,1535,98008,116,960,98008,0.23671537,British Columbia,59,Vancouver (CMA)
,98048,4341,9330290.05,1140,98581,117,1120,98581,-0.540672138,British Columbia,59,Vancouver (CMA)
,98048,4340,9330028,1160,85717,118,1190,85717,14.38571112,British Columbia,59,Vancouver (CMA)
,97728,4320,9330230.01,1935,92539,119,1900,92539,5.607365543,British Columbia,59,Vancouver (CMA)
,97728,4319,9330184.13,1540,100549,120,875,100549,-2.805597271,British Columbia,59,Vancouver (CMA)
,97719,4318,9330231,1315,76583,121,1265,76583,27.59881436,British Columbia,59,Vancouver (CMA)
,97600,4311,9330188.08,1150,90650,122,1045,90650,7.666850524,British Columbia,59,Vancouver (CMA)
,97280,4293,9330183.01,2015,87396,123,1940,87396,11.30944208,British Columbia,59,Vancouver (CMA)
,97280,4292,9330140.04,1610,85711,124,1410,85711,13.49768408,British Columbia,59,Vancouver (CMA)
,97229,4289,9330292.04,1775,83408,125,1245,83408,16.57035296,British Columbia,59,Vancouver (CMA)
,97178,4284,9330501.03,1095,87974,126,1035,87974,10.46218201,British Columbia,59,Vancouver (CMA)
,96640,4264,9300022,370,88613,128,360,88613,9.058490289,British Columbia,59,Chilliwack (CA)
,96576,4262,9250002,910,91269,129,825,91269,5.814679683,British Columbia,59,Kamloops (CA)
,96329,4255,9330181.09,2225,103771,130,2210,103771,-7.171560455,British Columbia,59,Vancouver (CMA)
,96256,4252,9250001,455,88383,131,270,88383,8.90782164,British Columbia,59,Kamloops (CA)
,96000,4236,9330503.03,2460,88899,132,2415,88899,7.987716397,British Columbia,59,Vancouver (CMA)
,95872,4229,9320105,1535,83227,134,1370,83227,15.19338676,British Columbia,59,Abbotsford - Mission (CMA)
,95488,4207,9350160.05,1140,91075,135,980,91075,4.845457041,British Columbia,59,Victoria (CMA)
,95360,4191,9330260.05,1495,77436,137,1495,77436,23.14685676,British Columbia,59,Vancouver (CMA)
,95360,4190,9250003,930,84792,138,870,84792,12.46343995,British Columbia,59,Kamloops (CA)
,95019,4172,9330185.17,1320,95059,139,1285,95059,-0.04207913,British Columbia,59,Vancouver (CMA)
,94976,4170,9330403.04,1630,85391,140,1585,85391,11.22483634,British Columbia,59,Vancouver (CMA)
,94912,4164,9330260.04,1340,80503,142,1270,80503,17.89871185,British Columbia,59,Vancouver (CMA)
,94805,4155,9330200,2865,79202,143,1765,79202,19.70026009,British Columbia,59,Vancouver (CMA)
,94400,4144,9330161.05,2040,84657,145,1900,84657,11.50879431,British Columbia,59,Vancouver (CMA)
,94208,4137,9330187.16,910,79632,146,785,79632,18.30419932,British Columbia,59,Vancouver (CMA)
,94208,4138,9350160.04,2105,94266,147,1900,94266,-0.061528016,British Columbia,59,Victoria (CMA)
,94080,4125,9150004,2080,72122,148,1400,72122,30.44563379,British Columbia,59,Kelowna (CMA)
,93901,4116,9700101,1675,82351,149,1625,82351,14.0253306,British Columbia,59,Prince George (CA)
,93824,4113,9330504.11,4695,86243,150,550,86243,8.790278631,British Columbia,59,Vancouver (CMA)
,93747,4106,9300017.01,1645,93372,151,1225,93372,0.401619329,British Columbia,59,Chilliwack (CA)
,93568,4094,9330161.03,2485,86546,152,2320,86546,8.113604326,British Columbia,59,Vancouver (CMA)
,93525,4088,9150002,2490,80650,153,2075,80650,15.96404216,British Columbia,59,Kelowna (CMA)
,93440,4083,9330185.18,1460,87802,154,1145,87802,6.42126603,British Columbia,59,Vancouver (CMA)
,93440,4084,9350128,1580,85018,155,1440,85018,9.906137524,British Columbia,59,Victoria (CMA)
,93422,4076,9320011,2350,84881,156,2155,84881,10.06232255,British Columbia,59,Abbotsford - Mission (CMA)
,93330,4073,9380004,1240,93158,157,970,93158,0.18463256,British Columbia,59,Nanaimo (CA)
,93216,4061,9330504.12,1555,88848,158,995,88848,4.91626148,British Columbia,59,Vancouver (CMA)
,93013,4049,9250007,760,79689,161,510,79689,16.719999,British Columbia,59,Kamloops (CA)
,92928,4044,9330504.08,1545,88047,162,1515,88047,5.543630107,British Columbia,59,Vancouver (CMA)
,92928,4043,9330134,2695,105473,163,2580,105473,-11.89403923,British Columbia,59,Vancouver (CMA)
,92911,4042,9350154.01,3620,89852,164,2715,89852,3.404487379,British Columbia,59,Victoria (CMA)
,92818,4037,9330025,2690,94255,166,2610,94255,-1.524587555,British Columbia,59,Vancouver (CMA)
,92599,4024,9330059.07,2665,74142,167,2195,74142,24.89412209,British Columbia,59,Vancouver (CMA)
,92416,4014,9330131,2580,106739,169,2520,106739,-13.41871294,British Columbia,59,Vancouver (CMA)
,92331,4005,9150003.02,1485,84666,170,1280,84666,9.053220892,British Columbia,59,Kelowna (CMA)
,92160,4002,9350150.02,2425,87806,172,1835,87806,4.958658862,British Columbia,59,Victoria (CMA)
,91989,3990,9330188.06,460,98879,173,315,98879,-6.968112542,British Columbia,59,Vancouver (CMA)
,91776,3974,9330188.02,855,82513,176,680,82513,11.22610983,British Columbia,59,Vancouver (CMA)
,91750,3973,9150019.01,3035,98908,177,2085,98908,-7.23702835,British Columbia,59,Kelowna (CMA)
,91648,3968,9320106.05,1365,85796,178,1090,85796,6.820830808,British Columbia,59,Abbotsford - Mission (CMA)
,91575,3963,9320001,650,81307,179,730,81307,12.62867896,British Columbia,59,Abbotsford - Mission (CMA)
,91520,3961,9330104,2805,75263,180,2675,75263,21.60025511,British Columbia,59,Vancouver (CMA)
,91392,3957,9330182.06,395,79371,181,415,79371,15.14533016,British Columbia,59,Vancouver (CMA)
,91307,3950,9330504.05,2830,91599,182,2315,91599,-0.318780773,British Columbia,59,Vancouver (CMA)
,91179,3944,9330163.08,1265,87251,183,1205,87251,4.501954132,British Columbia,59,Vancouver (CMA)
,91136,3941,9330142.01,2050,89771,184,2070,89771,1.520535585,British Columbia,59,Vancouver (CMA)
,91136,3942,9700022,965,85392,186,900,85392,6.726625445,British Columbia,59,Prince George (CA)
,91051,3932,9380001.02,610,80250,187,485,80250,13.45919003,British Columbia,59,Nanaimo (CA)
,91040,3930,9330184.11,2605,91630,188,1955,91630,-0.643893921,British Columbia,59,Vancouver (CMA)
,90766,3921,9330234,2210,85993,189,2070,85993,5.550451781,British Columbia,59,Vancouver (CMA)
,90752,3920,9320207,675,78096,190,645,78096,16.20569555,British Columbia,59,Abbotsford - Mission (CMA)
,90304,3898,9320104,1735,85720,193,1565,85720,5.34764349,British Columbia,59,Abbotsford - Mission (CMA)
,90112,3887,9330203,1710,78917,194,1565,78917,14.18579013,British Columbia,59,Vancouver (CMA)
,90010,3878,9350121.04,1410,89562,196,1405,89562,0.500212144,British Columbia,59,Victoria (CMA)
,89971,3875,9330049.01,7725,78373,197,3465,78373,14.79846376,British Columbia,59,Vancouver (CMA)
,89856,3871,9330250.01,1495,86302,198,1340,86302,4.118096915,British Columbia,59,Vancouver (CMA)
,89549,3857,9330030,2585,70999,201,2305,70999,26.12712855,British Columbia,59,Vancouver (CMA)
,89391,3849,9320201.02,1490,85558,202,1385,85558,4.48000187,British Columbia,59,Abbotsford - Mission (CMA)
,89344,3847,9300015,1145,72117,203,940,72117,23.88757159,British Columbia,59,Chilliwack (CA)
,89242,3841,9330185.07,2585,81781,204,1760,81781,9.123145963,British Columbia,59,Vancouver (CMA)
,89088,3830,9150105.01,3220,70080,205,2265,70080,27.12328767,British Columbia,59,Kelowna (CMA)
,89088,3831,9350154.02,2915,83439,206,1380,83439,6.770215367,British Columbia,59,Victoria (CMA)
,89011,3822,9350151.03,3900,84537,207,2335,84537,5.292357193,British Columbia,59,Victoria (CMA)
,88960,3821,9330184.09,1305,89006,208,1285,89006,-0.051681909,British Columbia,59,Vancouver (CMA)
,88960,3820,9250006.02,1805,81341,209,1645,81341,9.36674002,British Columbia,59,Kamloops (CA)
,88883,3818,9330143.01,1650,80597,210,1635,80597,10.28077968,British Columbia,59,Vancouver (CMA)
,88883,3817,9250019,1640,85113,211,1455,85113,4.429405614,British Columbia,59,Kamloops (CA)
,88858,3815,9330140.02,3010,84279,212,2650,84279,5.433144674,British Columbia,59,Vancouver (CMA)
,88789,3808,9330059.08,3450,80831,213,3250,80831,9.845232646,British Columbia,59,Vancouver (CMA)
,88768,3807,9320204,1125,80168,214,990,80168,10.72747231,British Columbia,59,Abbotsford - Mission (CMA)
,88704,3806,9330160.02,3125,82994,215,3035,82994,6.880015423,British Columbia,59,Vancouver (CMA)
,88678,3802,9350121.03,1220,78310,216,1205,78310,13.23968842,British Columbia,59,Victoria (CMA)
,88448,3789,9330112,1095,71675,218,1045,71675,23.40146495,British Columbia,59,Vancouver (CMA)
,88320,3782,9330188.04,1165,90001,219,990,90001,-1.867757025,British Columbia,59,Vancouver (CMA)
,88247,3777,9380003,2335,81270,220,1890,81270,8.584963701,British Columbia,59,Nanaimo (CA)
,88013,3762,9300001,1320,79459,221,1245,79459,10.76530034,British Columbia,59,Chilliwack (CA)
,87913,3755,9150100,3135,76276,222,2855,76276,15.25643715,British Columbia,59,Kelowna (CMA)
,87904,3754,9330402.04,1505,87956,223,1325,87956,-0.059120469,British Columbia,59,Vancouver (CMA)
,87836,3747,9330045.01,2360,74818,224,2425,74818,17.39955626,British Columbia,59,Vancouver (CMA)
,87680,3737,9330151.06,1510,60820,225,1470,60820,44.16310424,British Columbia,59,Vancouver (CMA)
,87211,3710,9700019,855,80616,227,805,80616,8.180758162,British Columbia,59,Prince George (CA)
,87168,3705,9150019.04,1650,70699,228,1510,70699,23.29453033,British Columbia,59,Kelowna (CMA)
,87125,3703,9700016,2520,84887,229,2410,84887,2.636446099,British Columbia,59,Prince George (CA)
,87040,3698,9300021,315,65343,230,285,65343,33.20478093,British Columbia,59,Chilliwack (CA)
,87008,3697,9300014,980,74592,231,915,74592,16.64521665,British Columbia,59,Chilliwack (CA)
,86926,3695,9330181.13,1485,81159,232,1145,81159,7.105804655,British Columbia,59,Vancouver (CMA)
,86827,3689,9330232,1045,91566,233,975,91566,-5.175501824,British Columbia,59,Vancouver (CMA)
,86699,3681,9330184.16,1595,77897,234,1455,77897,11.29953657,British Columbia,59,Vancouver (CMA)
,86682,3678,9330189.03,1100,70415,235,1060,70415,23.10161187,British Columbia,59,Vancouver (CMA)
,86379,3660,9150101,1685,80476,237,1635,80476,7.335106119,British Columbia,59,Kelowna (CMA)
,86272,3652,9330184.12,2445,67375,238,410,67375,28.04749536,British Columbia,59,Vancouver (CMA)
,86272,3653,9350006,1135,72852,239,1060,72852,18.42090814,British Columbia,59,Victoria (CMA)
,86144,3644,9330031.01,2545,73382,241,2415,73382,17.39118585,British Columbia,59,Vancouver (CMA)
,86101,3643,9330221.03,1240,91514,242,1080,91514,-5.914941976,British Columbia,59,Vancouver (CMA)
,86016,3637,9320009.01,1940,80564,244,1940,80564,6.767290601,British Columbia,59,Abbotsford - Mission (CMA)
,85931,3630,9330141.02,395,82398,245,330,82398,4.28772543,British Columbia,59,Vancouver (CMA)
,85888,3628,9150105.02,1650,71491,246,1500,71491,20.13819921,British Columbia,59,Kelowna (CMA)
,85797,3622,9330042,2640,74700,247,2530,74700,14.85542169,British Columbia,59,Vancouver (CMA)
,85760,3620,9330235.02,1740,71688,248,1710,71688,19.62950564,British Columbia,59,Vancouver (CMA)
,85504,3606,9330027.01,1430,69833,249,1415,69833,22.44067991,British Columbia,59,Vancouver (CMA)
,85402,3595,9330403.01,1970,75225,250,1945,75225,13.52874709,British Columbia,59,Vancouver (CMA)
,85376,3593,9330163.07,1490,76822,251,1410,76822,11.13483117,British Columbia,59,Vancouver (CMA)
,85120,3580,9320100,1010,75887,252,980,75887,12.16677428,British Columbia,59,Abbotsford - Mission (CMA)
,84928,3568,9330113,2975,74140,253,2700,74140,14.55084974,British Columbia,59,Vancouver (CMA)
,84896,3566,9330185.12,1735,81083,254,1635,81083,4.702588705,British Columbia,59,Vancouver (CMA)
,84864,3565,9700007,595,67808,255,555,67808,25.15337423,British Columbia,59,Prince George (CA)
,84608,3548,9330502.07,2220,81505,256,2035,81505,3.807128397,British Columbia,59,Vancouver (CMA)
,84523,3543,9330143.04,1800,73849,257,1725,73849,14.45381793,British Columbia,59,Vancouver (CMA)
,84480,3542,9330220,435,70277,258,375,70277,20.21002604,British Columbia,59,Vancouver (CMA)
,84352,3537,9350153,650,80808,259,625,80808,4.385704386,British Columbia,59,Victoria (CMA)
,84261,3531,9330287.12,1350,73876,260,1215,73876,14.05733933,British Columbia,59,Vancouver (CMA)
,84224,3530,9330151.03,975,67072,261,675,67072,25.57251908,British Columbia,59,Vancouver (CMA)
,84130,3520,9330209,3950,78990,262,2675,78990,6.507152804,British Columbia,59,Vancouver (CMA)
,84053,3514,9330141.01,3295,76553,264,3135,76553,9.797134012,British Columbia,59,Vancouver (CMA)
,83968,3511,9330189.09,1390,70517,265,1195,70517,19.07483302,British Columbia,59,Vancouver (CMA)
,83968,3510,9330144.03,795,90340,266,660,90340,-7.053353996,British Columbia,59,Vancouver (CMA)
,83861,3497,9330029,2780,72357,267,2465,72357,15.89894551,British Columbia,59,Vancouver (CMA)
,83776,3492,9320008.03,1420,77643,268,1065,77643,7.898973507,British Columbia,59,Abbotsford - Mission (CMA)
,83552,3482,9330402.02,1955,74441,269,1730,74441,12.23922301,British Columbia,59,Vancouver (CMA)
,83456,3476,9330044,2115,88040,270,2105,88040,-5.206724216,British Columbia,59,Vancouver (CMA)
,83174,3447,9350133,3230,80192,271,2725,80192,3.718575419,British Columbia,59,Victoria (CMA)
